onset	duration	trial_type	rating
0.05	17.44	fixation_cross	n/a
17.49	3.01	instruction	n/a
20.5	20.06	control_moving_bars	n/a
40.56	2.5	rating	3
43.06	18.27	fixation_cross	n/a
61.32	3.01	instruction	n/a
64.33	20.06	watch_moving_bars	n/a
84.4	19.75	fixation_cross	n/a
104.15	3.01	instruction	n/a
107.16	20.05	watch_static_bars	n/a
127.2	19.39	fixation_cross	n/a
146.59	3.01	instruction	n/a
149.6	20.06	control_moving_bars	n/a
169.67	1.62	rating	3
171.29	19.89	fixation_cross	n/a
191.18	3.01	instruction	n/a
194.19	20.06	watch_moving_bars	n/a
214.25	18.97	fixation_cross	n/a
233.22	3.01	instruction	n/a
236.23	20.06	control_moving_bars	n/a
256.29	3.06	rating	4
259.35	17.11	fixation_cross	n/a
276.46	3.01	instruction	n/a
279.48	20.05	watch_static_bars	n/a
299.52	19.56	fixation_cross	n/a
319.08	3.01	instruction	n/a
322.09	20.06	watch_moving_bars	n/a
342.16	19.81	fixation_cross	n/a
361.97	3.01	instruction	n/a
364.98	20.06	watch_moving_bars	n/a
385.04	19.05	fixation_cross	n/a
404.09	3.01	instruction	n/a
407.1	20.03	watch_static_bars	n/a
427.13	19.28	fixation_cross	n/a
446.41	3.01	instruction	n/a
449.42	20.06	watch_moving_bars	n/a
469.48	19.24	fixation_cross	n/a
488.72	3.01	instruction	n/a
491.73	20.06	control_moving_bars	n/a
511.79	2.54	rating	4
514.33	18.19	fixation_cross	n/a
532.52	3.01	instruction	n/a
535.53	20.03	watch_static_bars	n/a
555.56	18.97	fixation_cross	n/a
574.53	3.01	instruction	n/a
577.54	20.05	watch_static_bars	n/a
597.59	17.52	fixation_cross	n/a
615.11	3.01	instruction	n/a
618.12	20.06	control_moving_bars	n/a
638.18	1.39	rating	3
