onset	duration	trial_type	rating
0.24	19.45	fixation_cross	n/a
19.7	3	instruction	n/a
22.7	20.07	watch_moving_bars	n/a
42.77	19.72	fixation_cross	n/a
62.48	3.01	instruction	n/a
65.5	20.06	control_moving_bars	n/a
85.55	9.15	rating	4
94.7	17.4	fixation_cross	n/a
112.1	3.01	instruction	n/a
115.11	20.03	watch_static_bars	n/a
135.14	19.75	fixation_cross	n/a
154.88	3.01	instruction	n/a
157.9	20.05	control_moving_bars	n/a
177.94	6.08	rating	5
184.02	18.9	fixation_cross	n/a
202.92	3.01	instruction	n/a
205.93	20.06	control_moving_bars	n/a
225.99	2.01	rating	5
228	17.3	fixation_cross	n/a
245.31	3	instruction	n/a
248.32	20.06	watch_moving_bars	n/a
268.38	17.84	fixation_cross	n/a
286.22	3.01	instruction	n/a
289.24	20.05	watch_moving_bars	n/a
309.28	18.64	fixation_cross	n/a
327.92	3.01	instruction	n/a
330.93	20.02	watch_static_bars	n/a
350.95	19.88	fixation_cross	n/a
370.82	3.01	instruction	n/a
373.83	20.07	watch_moving_bars	n/a
393.9	19.91	fixation_cross	n/a
413.8	3.01	instruction	n/a
416.81	20.05	control_moving_bars	n/a
436.86	5.79	rating	5
442.65	17.48	fixation_cross	n/a
460.13	3.02	instruction	n/a
463.15	20.05	watch_static_bars	n/a
483.19	19.92	fixation_cross	n/a
503.12	3	instruction	n/a
506.12	20.07	watch_moving_bars	n/a
526.19	19.87	fixation_cross	n/a
546.06	3.01	instruction	n/a
549.07	20.05	watch_static_bars	n/a
569.12	18.47	fixation_cross	n/a
587.59	3.01	instruction	n/a
590.6	20.06	control_moving_bars	n/a
610.66	2.32	rating	2
612.98	19.4	fixation_cross	n/a
632.38	3.01	instruction	n/a
635.39	20.05	watch_static_bars	n/a
