onset	duration	trial_type	rating
0.17	19.47	fixation_cross	n/a
19.64	3.01	instruction	n/a
22.65	20.06	control_moving_bars	n/a
42.71	5.99	rating	3
48.7	19.72	fixation_cross	n/a
68.42	3.01	instruction	n/a
71.43	20.11	watch_moving_bars	n/a
91.54	17.39	fixation_cross	n/a
108.94	3.01	instruction	n/a
111.94	20.06	watch_moving_bars	n/a
132.01	19.75	fixation_cross	n/a
151.76	3.01	instruction	n/a
154.77	20.06	control_moving_bars	n/a
174.83	2.57	rating	2
177.4	18.91	fixation_cross	n/a
196.31	3.01	instruction	n/a
199.32	20.03	watch_static_bars	n/a
219.35	17.3	fixation_cross	n/a
236.65	3.01	instruction	n/a
239.66	20.06	control_moving_bars	n/a
259.72	3.82	rating	3
263.56	17.85	fixation_cross	n/a
281.41	3.01	instruction	n/a
284.42	20.05	watch_static_bars	n/a
304.46	18.64	fixation_cross	n/a
323.11	3.01	instruction	n/a
326.12	20.11	watch_moving_bars	n/a
346.23	19.87	fixation_cross	n/a
366.1	3.01	instruction	n/a
369.11	20.06	watch_moving_bars	n/a
389.17	19.91	fixation_cross	n/a
409.08	3.01	instruction	n/a
412.09	20.06	control_moving_bars	n/a
432.15	4.31	rating	3
436.46	17.49	fixation_cross	n/a
453.94	3.01	instruction	n/a
456.96	20.06	watch_moving_bars	n/a
477.02	19.92	fixation_cross	n/a
496.94	3.01	instruction	n/a
499.95	20.03	watch_static_bars	n/a
519.98	19.87	fixation_cross	n/a
539.85	3.01	instruction	n/a
542.86	20.05	watch_static_bars	n/a
562.91	18.47	fixation_cross	n/a
581.38	3.01	instruction	n/a
584.39	20.06	control_moving_bars	n/a
604.45	3.37	rating	3
607.82	19.41	fixation_cross	n/a
627.23	3.01	instruction	n/a
630.24	20.05	watch_static_bars	n/a
