onset	duration	trial_type	rating
0.22	19.45	fixation_cross	n/a
19.67	3.01	instruction	n/a
22.68	20.06	control_moving_bars	n/a
42.74	4.03	rating	4
46.76	19.73	fixation_cross	n/a
66.49	3.01	instruction	n/a
69.5	20.07	watch_moving_bars	n/a
89.56	17.39	fixation_cross	n/a
106.95	3.02	instruction	n/a
109.97	20.06	watch_moving_bars	n/a
130.02	19.75	fixation_cross	n/a
149.78	3.01	instruction	n/a
152.78	20.06	control_moving_bars	n/a
172.84	4.47	rating	4
177.32	18.9	fixation_cross	n/a
196.22	3.01	instruction	n/a
199.23	20.03	watch_static_bars	n/a
219.26	17.3	fixation_cross	n/a
236.56	3.01	instruction	n/a
239.57	20.06	control_moving_bars	n/a
259.63	4.44	rating	4
264.07	17.84	fixation_cross	n/a
281.91	3.01	instruction	n/a
284.92	20.03	watch_static_bars	n/a
304.95	18.64	fixation_cross	n/a
323.59	3.01	instruction	n/a
326.6	20.07	watch_moving_bars	n/a
346.67	19.87	fixation_cross	n/a
366.54	3.01	instruction	n/a
369.55	20.06	watch_moving_bars	n/a
389.61	19.91	fixation_cross	n/a
409.52	3.01	instruction	n/a
412.53	20.05	control_moving_bars	n/a
432.58	1.08	rating	3
433.66	17.48	fixation_cross	n/a
451.14	3.01	instruction	n/a
454.15	20.05	watch_moving_bars	n/a
474.2	19.92	fixation_cross	n/a
494.12	3.01	instruction	n/a
497.13	20.05	watch_static_bars	n/a
517.17	19.88	fixation_cross	n/a
537.05	3.01	instruction	n/a
540.06	20.04	watch_static_bars	n/a
560.09	18.47	fixation_cross	n/a
578.56	3.01	instruction	n/a
581.57	20.06	control_moving_bars	n/a
601.63	8.4	rating	4
610.04	19.4	fixation_cross	n/a
629.43	3.01	instruction	n/a
632.44	20.05	watch_static_bars	n/a
