onset	duration	trial_type	rating
0.17	19.45	fixation_cross	n/a
19.62	3.01	instruction	n/a
22.64	20.06	control_moving_bars	n/a
42.7	3.56	rating	2
46.25	19.72	fixation_cross	n/a
65.97	3.01	instruction	n/a
68.98	20.06	watch_moving_bars	n/a
89.04	17.39	fixation_cross	n/a
106.44	3.01	instruction	n/a
109.45	20.03	watch_static_bars	n/a
129.48	19.75	fixation_cross	n/a
149.23	3.01	instruction	n/a
152.24	20.11	control_moving_bars	n/a
172.35	1.84	rating	2
174.19	18.91	fixation_cross	n/a
193.1	3.01	instruction	n/a
196.11	20.06	watch_moving_bars	n/a
216.17	17.3	fixation_cross	n/a
233.47	3.01	instruction	n/a
236.48	20.06	control_moving_bars	n/a
256.54	1.22	rating	3
257.76	17.85	fixation_cross	n/a
275.61	3.01	instruction	n/a
278.62	20.02	watch_static_bars	n/a
298.63	18.64	fixation_cross	n/a
317.27	3.01	instruction	n/a
320.29	20.06	watch_moving_bars	n/a
340.35	19.88	fixation_cross	n/a
360.22	3.01	instruction	n/a
363.23	20.06	watch_moving_bars	n/a
383.29	19.91	fixation_cross	n/a
403.2	3.01	instruction	n/a
406.21	20.03	watch_static_bars	n/a
426.24	17.49	fixation_cross	n/a
443.73	3.01	instruction	n/a
446.74	20.06	watch_moving_bars	n/a
466.8	19.92	fixation_cross	n/a
486.72	3.01	instruction	n/a
489.73	20.06	control_moving_bars	n/a
509.79	1.58	rating	3
511.37	19.88	fixation_cross	n/a
531.24	3.01	instruction	n/a
534.26	20.01	watch_static_bars	n/a
554.27	18.47	fixation_cross	n/a
572.74	3.01	instruction	n/a
575.75	20.03	watch_static_bars	n/a
595.78	19.41	fixation_cross	n/a
615.19	3.01	instruction	n/a
618.2	20.06	control_moving_bars	n/a
638.26	2.81	rating	4
