onset	duration	trial_type	rating
0.04	17.43	fixation_cross	n/a
17.47	3.01	instruction	n/a
20.48	20.05	watch_moving_bars	n/a
40.53	18.26	fixation_cross	n/a
58.8	3.01	instruction	n/a
61.8	20.07	control_moving_bars	n/a
81.87	8.46	rating	3
90.34	19.75	fixation_cross	n/a
110.09	3.01	instruction	n/a
113.1	20.03	watch_static_bars	n/a
133.13	19.39	fixation_cross	n/a
152.52	3.01	instruction	n/a
155.53	20.05	control_moving_bars	n/a
175.58	6.63	rating	4
182.21	19.89	fixation_cross	n/a
202.1	3.01	instruction	n/a
205.11	20.06	control_moving_bars	n/a
225.17	1.67	rating	2
226.84	18.97	fixation_cross	n/a
245.81	3.01	instruction	n/a
248.82	20.05	watch_moving_bars	n/a
268.87	17.11	fixation_cross	n/a
285.98	3	instruction	n/a
288.99	20.07	watch_moving_bars	n/a
309.06	19.56	fixation_cross	n/a
328.62	3.01	instruction	n/a
331.62	20.03	watch_static_bars	n/a
351.65	19.82	fixation_cross	n/a
371.47	3.01	instruction	n/a
374.48	20.06	watch_moving_bars	n/a
394.54	19.05	fixation_cross	n/a
413.59	3.01	instruction	n/a
416.6	20.05	control_moving_bars	n/a
436.64	3.51	rating	2
440.16	19.28	fixation_cross	n/a
459.44	3.01	instruction	n/a
462.45	20.04	watch_static_bars	n/a
482.48	19.23	fixation_cross	n/a
501.71	3.01	instruction	n/a
504.72	20.06	watch_moving_bars	n/a
524.78	18.19	fixation_cross	n/a
542.98	3.01	instruction	n/a
545.98	20.04	watch_static_bars	n/a
566.02	18.96	fixation_cross	n/a
584.98	3.01	instruction	n/a
588	20.1	control_moving_bars	n/a
608.1	3.26	rating	2
611.36	17.52	fixation_cross	n/a
628.88	3.01	instruction	n/a
631.9	20.04	watch_static_bars	n/a
