onset	duration	trial_type	rating
0.05	19.13	fixation_cross	n/a
19.17	3.01	instruction	n/a
22.18	20.06	watch_moving_bars	n/a
42.24	17.1	fixation_cross	n/a
59.34	3.01	instruction	n/a
62.35	20.06	control_moving_bars	n/a
82.42	3.51	rating	2
85.94	17.83	fixation_cross	n/a
103.77	3.01	instruction	n/a
106.78	20.03	watch_static_bars	n/a
126.81	17.14	fixation_cross	n/a
143.96	3.01	instruction	n/a
146.97	20.06	control_moving_bars	n/a
167.03	2.82	rating	3
169.85	17.3	fixation_cross	n/a
187.15	3.01	instruction	n/a
190.16	20.06	control_moving_bars	n/a
210.23	3.57	rating	3
213.8	19.48	fixation_cross	n/a
233.28	3.01	instruction	n/a
236.29	20.06	watch_moving_bars	n/a
256.36	19.09	fixation_cross	n/a
275.45	3.01	instruction	n/a
278.46	20.06	watch_moving_bars	n/a
298.52	17.95	fixation_cross	n/a
316.48	3.01	instruction	n/a
319.49	20.03	watch_static_bars	n/a
339.52	19.86	fixation_cross	n/a
359.38	3.01	instruction	n/a
362.39	20.11	watch_moving_bars	n/a
382.5	17.11	fixation_cross	n/a
399.61	3.01	instruction	n/a
402.62	20.06	control_moving_bars	n/a
422.68	4.18	rating	3
426.86	18.35	fixation_cross	n/a
445.21	3.01	instruction	n/a
448.22	20.03	watch_static_bars	n/a
468.25	18.16	fixation_cross	n/a
486.41	3.01	instruction	n/a
489.42	20.06	watch_moving_bars	n/a
509.48	19.3	fixation_cross	n/a
528.78	3.01	instruction	n/a
531.79	20.03	watch_static_bars	n/a
551.82	19.39	fixation_cross	n/a
571.21	3.01	instruction	n/a
574.22	20.06	control_moving_bars	n/a
594.28	3.06	rating	4
597.34	17.57	fixation_cross	n/a
614.91	3.01	instruction	n/a
617.92	20.03	watch_static_bars	n/a
